artist,album,danceability,energy,acousticness,loudness,anger,joy,sadness,surprise
Laura Cantrell,Humming By the Flowered Vine,0.5213,0.41783,0.52449,-9.9369,0.209555328,0.264495648,0.290869352,0.235079671
Saint Etienne,Tales From Turnpike House,0.5782,0.5912,0.305535333,-8.929666667,0.240119358,0.264812666,0.257754481,0.237313496
The Hold Steady,Stay Positive,0.272272727,0.849454545,0.139267273,-4.820636364,0.235002049,0.269774587,0.26963777,0.225585594
The Fall,Imperial Wax Solvent,0.507916667,0.828166667,0.1075675,-5.50375,0.260611464,0.220489017,0.259757052,0.259142467
The Chap,Mega Breakfast,0.772583333,0.559666667,0.172048333,-12.27575,0.231352776,0.290956151,0.249503436,0.228187638
Ben Kweller,On My Way,0.515454545,0.548636364,0.231165455,-7.134,0.241058981,0.278682453,0.255576958,0.224681609
Of Montreal,Satanic Panic in the Attic,0.617142857,0.801,0.251612071,-5.467857143,0.241157239,0.263268957,0.273737599,0.221836205
Chris Walla,Field Manual,0.544666667,0.64725,0.3250525,-8.83375,0.268978396,0.268249715,0.238475851,0.224296038
Xiu Xiu,Women as Lovers,0.486285714,0.540357143,0.397904286,-9.404,0.265557275,0.25739965,0.243213774,0.233829302
Beaches,She Beats,0.394727273,0.868363636,0.071987609,-4.280090909,0.153767766,0.460221834,0.22109692,0.16491348
Kid Cudi,Indicud,0.6365,0.792722222,0.187690667,-5.975833333,0.292738567,0.235617713,0.247910206,0.223733514
Justice,Access All Arenas,0.424285714,0.917214286,0.244935,-5.857642857,0.254448037,0.269601178,0.218960233,0.256990551
Wolf People,Fain,0.441625,0.63975,0.10990625,-7.294125,0.246726413,0.256999788,0.264663563,0.231610235
David Lang,Death Speaks,0.248533333,0.123783333,0.988166667,-15.368,0.218758057,0.312331852,0.25516747,0.21374262
Little Boots,Nocturnes,0.7012,0.8211,0.160581,-6.7737,0.244084933,0.239713528,0.257521891,0.258679649
Primal Scream,More Light,0.434769231,0.81,0.120872015,-5.267307692,0.241457152,0.241268806,0.27338835,0.243885692
HOWL,Bloodlines,0.2662,0.9247,0.0010963,-5.1566,0.292000832,0.223857531,0.242950714,0.241190923
Bill Ryder-Jones,A Bad Wind Blows in My Heart,0.481181818,0.467636364,0.402454545,-9.384454545,0.243864814,0.237074586,0.28820561,0.23085499
"Drake, Future",What a Time to Be Alive,0.776727273,0.503727273,0.139527182,-8.618181818,0.3093066,0.260694389,0.231485337,0.198513674
Botany,"Dimming Awe, the Light Is Raw",0.352833333,0.6735,0.4482905,-10.1155,0.254894726,0.200991972,0.286701327,0.257411975
Natasha Kmeto,Inevitable,0.6153125,0.692625,0.154727688,-7.0925625,0.250563116,0.259197911,0.253055026,0.237183947
Dungen,Allas Sak,0.3235,0.6778,0.3282875,-6.6702,0.262113771,0.255425222,0.238595604,0.243865403
New Order,Music Complete,0.538818182,0.896818182,0.007955,-5.943909091,0.236515723,0.276978925,0.27229004,0.214215312
The Arcs,"Yours, Dreamily",0.517785714,0.561285714,0.211948429,-10.5745,0.254372016,0.272958232,0.238371347,0.234298404
Dan Auerbach,Keep It Hid,0.469714286,0.611414286,0.306381429,-9.802642857,0.246546418,0.250605299,0.258469091,0.244379191
Modern Skirts,All of Us In Our Night,0.62775,0.623833333,0.214642833,-8.429583333,0.228262904,0.255762186,0.265293498,0.250681412
Free Blood,The Singles,0.8018,0.6064,0.002654,-11.0126,0.260682817,0.260966492,0.23894314,0.239407551
Bee Gees,Odessa,0.442795,0.433915,0.29951425,-10.224125,0.22984015,0.272226821,0.242613927,0.255319103
Lily Allen,"It's Not Me, It's You",0.671416667,0.818583333,0.186508333,-6.637083333,0.259062341,0.234205541,0.264094637,0.242637481
Goblin Cock,Come With Me If You Want to Live,0.4748,0.7341,0.26841,-9.3676,0.294319229,0.219297778,0.265607224,0.220775768
Benjy Ferree,"Come Back to the Five and Dime, Bobby Dee Bobby Dee",0.350857143,0.791214286,0.333664286,-6.189785714,0.252088551,0.266713944,0.261271049,0.219926456
Freestyle Fellowship,Shockadoom,0.631625,0.509375,0.3352375,-12.065125,0.310801006,0.245057304,0.23219333,0.211948359
Oasis,Heathen Chemistry,0.399,0.659547282,0.074610536,-5.049272727,0.234960977,0.277972636,0.261660647,0.225405741
XTC,Go 2,0.534230769,0.851692308,0.048788,-6.066615385,0.257785958,0.228394691,0.229846216,0.283973135
Apex Manor,The Year of Magical Drinking,0.5604,0.6992,0.07805788,-7.5356,0.277440933,0.240065693,0.225087664,0.25740571
Wanda Jackson,The Party Ain't Over,0.479181818,0.652909091,0.075967273,-7.858272727,0.220678225,0.291047892,0.254666578,0.233607304
John Vanderslice,White Wilderness,0.461,0.362033333,0.577333333,-13.84322222,0.255186759,0.243760934,0.263235954,0.237816353
Cephalic Carnage,Lucid Interval,0.2651875,0.738411313,0.050011006,-7.681875,0.273822827,0.230431022,0.281020812,0.214725339
The Cassettes,The Cassettes,0.342333333,0.932416667,0.0112225,-3.959666667,0.298126419,0.229763022,0.242892995,0.229217565
Gary Wilson,Forgotten Lovers,0.503285714,0.654285714,0.158643643,-7.2895,0.242452504,0.249054597,0.303774285,0.204718614
Loose Fur,Loose Fur,0.448166667,0.309833333,0.5165,-17.99783333,0.27077308,0.26666252,0.257071163,0.205493237
The Donnas,Spend the Night,0.448461538,0.903615385,0.000156031,-4.204384615,0.307591178,0.231086301,0.249819898,0.211502623
Ava Luna,Ice Level,0.5705,0.61725,0.153025,-7.05275,0.236699157,0.261513365,0.270219892,0.231567586
Mirrorring,Foreign Body,0.162366667,0.18075,0.833666667,-21.13966667,0.244826771,0.23281536,0.206558025,0.315799843
The Host,The Host,0.424666667,0.940166667,0.016365211,-3.805,0.135399444,0.277999093,0.265154494,0.321446969
Poliça,Give You the Ghost,0.537818182,0.726181818,0.080988182,-8.178272727,0.232342525,0.245659101,0.284469109,0.237529264
Lil B,God's Father,0.442970588,0.742235294,0.349967647,-7.113852941,0.362085789,0.214942799,0.243182135,0.179789276
Zero 7,The Garden,0.5108,0.465466667,0.275586667,-10.9402,0.244944408,0.288181429,0.232780079,0.234094084
Jolie Holland,Springtime Can Kill You,0.429166667,0.2313,0.848416667,-15.06583333,0.237497804,0.256010731,0.268929296,0.237562169
Tunng,Comments of the Inner Chorus,0.587,0.352909091,0.522,-14.81345455,0.236696754,0.273336176,0.261287549,0.22867952
Migos,Culture II,0.831,0.592833333,0.106585833,-6.458583333,0.303892406,0.22830286,0.253929323,0.21387541
"Payroll Giovanni, Cardo",Big Bossin Vol. 2,0.72975,0.734,0.133109375,-5.7320625,0.330941202,0.225385232,0.23450481,0.209168757
NADINE,Oh My,0.606272727,0.356181818,0.479327273,-13.29745455,0.217914826,0.305500913,0.210506146,0.266078115
Dommengang,Love Jail,0.3177,0.8028,0.109034,-6.3259,0.250983135,0.256011976,0.249242014,0.243762875
No Age,Snares Like a Haircut,0.276,0.928916667,0.190028662,-5.470083333,0.260071981,0.228349606,0.280755162,0.230823251
"Ghostface Killah, Apollo Brown",The Brown Tape,0.464363636,0.678818182,0.361909091,-9.086818182,0.319051356,0.204184552,0.257711967,0.219052125
The Spook School,Could It Be Different?,0.284454545,0.770272727,0.006067509,-5.310727273,0.25873572,0.25264555,0.244783025,0.243835705
Willie Nelson,Band of Brothers,0.546571429,0.478,0.412878571,-10.25628571,0.242048082,0.270480181,0.257572275,0.229899461
Open Mike Eagle,Dark Comedy,0.505692308,0.589538462,0.270061538,-10.42853846,0.283581484,0.230698229,0.253877112,0.231843175
The Soft Pink Truth,Why Do the Heathen Rage?,0.6349,0.77,0.078186,-9.0027,0.262789113,0.27496447,0.234170835,0.228075582
The Knife,Shaken-Up Versions,0.621625,0.702625,0.08261,-9.83825,0.21647103,0.261219963,0.264975506,0.2573335
Sam Smith,In the Lonely Hour,0.5479,0.4286,0.6088,-8.1084,0.257571218,0.260868263,0.242941051,0.238619468
Alex G,DSU,0.543733333,0.480466667,0.41419,-10.48386667,0.253985626,0.226198869,0.249618015,0.27019749
Joe Budden,Rage & the Machine,0.492363636,0.850454545,0.434054545,-5.012090909,0.283169474,0.235171887,0.238596051,0.243062588
Gord Downie,Secret Path,0.5659,0.5219,0.6174,-9.3141,0.265997184,0.234821095,0.249670014,0.249511707
DRAM,Big Baby D.R.A.M.,0.590428571,0.613928571,0.316954286,-6.668285714,0.279892573,0.274522467,0.220908452,0.224676508
The Radio Dept.,Running Out of Love,0.5793,0.6229,0.34208,-11.5252,0.273812639,0.224513332,0.280887263,0.220786766
Donny McCaslin,Beyond Now,0.324166667,0.614055556,0.201254889,-10.94866667,0.227804858,0.206924667,0.350329496,0.214940979
Raphael Saadiq,The Way I See It,0.675461538,0.739769231,0.137290769,-5.022692308,0.213353584,0.321850562,0.245911621,0.218884233
Parts & Labor,Receivers,0.289125,0.89075,0.001175075,-5.464,0.228985215,0.259972727,0.284235022,0.226807036
Frightened Rabbit,Liver! Lung! FR!,0.38025,0.7765,0.292184167,-7.459166667,0.247697468,0.256561162,0.252386773,0.243354596
Benoît Pioulard,Temper,0.385375,0.7315625,0.40565625,-6.6161875,0.235766204,0.259196545,0.26193546,0.243101791
The Long Blondes,"""Singles""",0.489153846,0.825230769,0.10377,-4.145307692,0.270596498,0.249934621,0.255770202,0.223698679
Japandroids,Celebration Rock,0.2464,0.978125,0.000741956,-3.711625,0.262519951,0.277398906,0.258163325,0.201917817
Jam City,Classical Curves,0.558,0.583672727,0.14765,-8.768545455,0.238700819,0.260337935,0.246159211,0.254802036
Future of the Left,The Plot Against Common Sense,0.383833333,0.865722222,0.036312831,-5.274166667,0.249900088,0.235123877,0.269993379,0.244982656
The Walkmen,Heaven,0.433384615,0.618546154,0.354786977,-8.506384615,0.242735627,0.296408958,0.237157122,0.223698293
Reptar,Body Faucet,0.543923077,0.701846154,0.140974769,-8.529769231,0.244304082,0.220665812,0.264334073,0.270696033
Advance Base,A Shut-In's Prayer,0.569153846,0.431538462,0.464167692,-10.26430769,0.222500408,0.231525845,0.265958723,0.280015023
Exitmusic,Passage,0.28847,0.5428,0.187438,-8.7556,0.245056484,0.271310486,0.254643933,0.228989096
Carcass,Surgical Steel,0.24825,0.923916667,1.25E-05,-5.1535,0.265233779,0.243185576,0.269676843,0.221903802
Grooms,Infinity Caller,0.309,0.800636364,0.006355545,-5.35,0.250959258,0.253132343,0.253890975,0.242017425
Arctic Monkeys,AM,0.537666667,0.638916667,0.13447475,-7.098916667,0.225568403,0.249951087,0.245403405,0.279077105
Emily Reo,Olive Juice,0.497625,0.668875,0.22449,-8.3615,0.219251359,0.277323525,0.298403209,0.205021907
Man Man,On Oni Pond,0.62,0.677523077,0.370176154,-5.989769231,0.268671704,0.238373748,0.259406307,0.233548242
Janelle Monáe,The Electric Lady,0.595736842,0.613789474,0.411494737,-9.768473684,0.241500145,0.319922753,0.227237231,0.211339871
The Stepkids,Troubadour,0.5698,0.5372,0.182517,-9.0274,0.220876973,0.256869127,0.256823812,0.265430088
Coldplay,Live in Buenos Aires,0.310416667,0.771583333,0.092525708,-7.288791667,0.236429943,0.256461984,0.254405049,0.252703023
Gucci Mane,Evil Genius,0.828,0.57,0.071755556,-6.497333333,0.318728003,0.21552549,0.255035245,0.210711262
It Looks Sad.,Sky Lake,0.4434,0.720733333,0.422060667,-5.6814,0.226443802,0.25342585,0.228319617,0.291810731
State Champion,Send Flowers,0.405,0.444285714,0.175228571,-10.02242857,0.238580837,0.23695561,0.27703292,0.247430634
Blake Mills,Look,0.16084,0.3276,0.6636,-14.5278,0.2315351,0.261063554,0.243127231,0.264274115
The Spinanes,Manos,0.4781875,0.72175,0.1932475,-8.584,0.236020162,0.252170425,0.243301707,0.268507706
The National,Alligator,0.522153846,0.740769231,0.284208615,-6.816615385,0.240037424,0.259669365,0.285900179,0.214393033
Cursive,Vitriola,0.3906,0.7417,0.0865135,-6.3278,0.272095287,0.217721878,0.275229452,0.234953383
T.I.,Dime Trap,0.577666667,0.6944,0.153475333,-6.271733333,0.360013298,0.182466951,0.239827552,0.2176922
Sheck Wes,MUDBOY,0.748785714,0.562214286,0.203725857,-7.540071429,0.446963476,0.149361261,0.22955391,0.174121353
Swearin’,Fall Into the Sun,0.445363636,0.626045455,0.181199091,-7.705545455,0.240318657,0.24400248,0.263186413,0.25249245
Marie Davidson,Working Class Woman,0.6118,0.7092,0.25801405,-12.0236,0.261486193,0.249201034,0.225363354,0.263949419
Phosphorescent,C’est La Vie,0.498222222,0.600777778,0.563,-8.793666667,0.236895148,0.27856185,0.222969202,0.2615738
"Lady Gaga, Bradley Cooper",A Star is Born Soundtrack,0.499676471,0.453482353,0.489429735,-12.12076471,0.2357516,0.272184308,0.246281775,0.245782317
High on Fire,Electric Messiah,0.221222222,0.970666667,3.50E-06,-6.965,0.278712914,0.217142495,0.277544333,0.226600258
The Ladybug Transistor,The Albemarle Sound,0.46775,0.530583333,0.401868333,-9.243166667,0.230400513,0.258907738,0.243745255,0.266946494
Looper,Up a Tree,0.6832,0.4935,0.40755,-11.0072,0.231472385,0.273402907,0.252733851,0.242390858
Damien Jurado,Rehearsals for Departure,0.4888,0.33189,0.78,-15.6637,0.226581003,0.263589224,0.253266557,0.256563216
The Coral,Roots & Echoes,0.471363636,0.723909091,0.174999091,-7.019090909,0.209879801,0.228227497,0.283000297,0.278892405
Hacavitz,Katun,0.224545455,0.983,0.0001809,-6.111909091,0.240639376,0.244984959,0.269696754,0.244678912
Foreign Born,On the Wing Now,0.409583333,0.791833333,0.004445828,-5.623416667,0.253100583,0.20454018,0.252156315,0.290202922
Figurines,When the Deer Wore Blue,0.458076923,0.616384615,0.488553846,-5.662230769,0.216919125,0.309839677,0.236887456,0.236353743
M.I.A.,Kala,0.722666667,0.8055,0.170949167,-6.467083333,0.279346613,0.259825424,0.214312973,0.24651499
Danzig,The Lost Tracks of Danzig,0.470730769,0.777730769,0.040183131,-6.059038462,0.25602464,0.240387273,0.271961642,0.231626445
The High Strung,Get the Guests,0.454882353,0.823823529,0.035698529,-5.239882353,0.248311896,0.20196547,0.302168073,0.247554561
Piano Magic,Part-Monster,0.4301,0.5656,0.14718483,-8.5358,0.232408869,0.251813976,0.293272036,0.222505119
Imperial Teen,The Hair the TV the Baby & the Band,0.683083333,0.695583333,0.326949167,-6.63275,0.226065827,0.268657126,0.242303305,0.262973743
The New Pornographers,Challengers,0.592833333,0.680666667,0.484766667,-6.954166667,0.229387682,0.252233185,0.251491399,0.266887734
P.S. Eliot,2007-2011,0.39902,0.71362,0.338517032,-6.34438,0.270365413,0.252563537,0.261970366,0.215100684
inc. no world,As Light as Light,0.590333333,0.363466667,0.575541667,-12.00166667,0.209406912,0.297115175,0.257029248,0.236448666
Isaiah Rashad,The Sun’s Tirade,0.696235294,0.606941176,0.192719412,-9.009235294,0.295514129,0.256926751,0.242412082,0.205147039
Bibio,The Serious EP,0.72,0.65575,0.3386,-8.52925,0.288546013,0.244244838,0.243055402,0.224153747
Zomby,Ultra,0.579928571,0.684928571,0.214706429,-8.0785,0.350062114,0.230604347,0.256370233,0.162963307
Teenage Fanclub,Here,0.490916667,0.564083333,0.317795,-10.50316667,0.209600741,0.28902694,0.235044056,0.266328263
clipping.,Splendor & Misery,0.472866667,0.536333333,0.2604902,-11.13246667,0.269630183,0.230140058,0.257690552,0.242539206
The Foreign Exchange,Connected,0.716882353,0.565352941,0.426570588,-7.020117647,0.245093323,0.31386146,0.245433894,0.195611322
The Faint,Wet from Birth,0.6746,0.7663,0.046222,-8.3307,0.251950002,0.230664294,0.263587147,0.253798557
Paul Westerberg,Folker,0.407076923,0.751846154,0.152574308,-6.197,0.243782609,0.273707653,0.243766918,0.23874282
Moving Units,Dangerous Dreams,0.456666667,0.839333333,0.136221417,-4.287583333,0.233745495,0.225032859,0.239866747,0.301354899
Woods,Sun and Shade,0.481,0.581833333,0.597008333,-8.7115,0.25337614,0.235456577,0.245559074,0.265608209
Bachelorette,Bachelorette,0.516,0.446363636,0.470372727,-9.465363636,0.262833663,0.271600888,0.255259011,0.210306438
Eddie Vedder,Ukulele Songs,0.5065625,0.336375,0.955375,-11.4890625,0.208081534,0.28782557,0.256641642,0.247451254
Death Cab for Cutie,Codes and Keys,0.547727273,0.683363636,0.094046909,-9.302454545,0.229801129,0.281438161,0.244209667,0.244551043
"Aidan Moffat, Bill Wells",Everything's Getting Older,0.47825,0.528416667,0.623508333,-11.948,0.2154955,0.26982624,0.272422459,0.242255801
The Vaccines,What Did You Expect From the Vaccines?,0.386,0.77025,0.083559842,-5.829333333,0.255193237,0.237737651,0.22692325,0.280145862
Built to Spill,Untethered Moon,0.3981,0.653,0.01287154,-7.4289,0.221049132,0.208515757,0.252328766,0.318106345
The Breathing Effect,Mars Is a Very Bad Place For Love,0.494818182,0.447790909,0.383875455,-11.17936364,0.217493192,0.236309404,0.224571129,0.321626275
San Fermin,Jackrabbit,0.4626,0.484266667,0.48922,-8.975066667,0.242852436,0.259945656,0.273746984,0.223454924
Speedy Ortiz,Foil Deer,0.416583333,0.779083333,0.098051667,-5.259833333,0.290056594,0.22958328,0.254699354,0.225660771
Great Lake Swimmers,A Forest of Arms,0.520615385,0.617153846,0.212258115,-9.075153846,0.247731107,0.247180937,0.256376418,0.248711538
Marina and the Diamonds,Froot,0.585416667,0.681416667,0.287275,-7.955416667,0.213782404,0.278308561,0.285643272,0.222265763
KMD,Black Bastards,0.74596875,0.7503125,0.238654812,-8.436625,0.316690672,0.255952844,0.213832865,0.213523619
Devendra Banhart,Cripple Crow,0.516681818,0.357881818,0.847363636,-13.16954545,0.246271031,0.266552315,0.247552992,0.239623663
Sigur Rós,Takk,0.242727273,0.403836364,0.488609091,-11.03990909,0.251032897,0.238903061,0.24141293,0.268651112
Heavy Trash,Heavy Trash,0.461230769,0.820461538,0.625038462,-4.581923077,0.211667341,0.190173967,0.231854449,0.366304243
Seu Jorge,CRU,0.6445,0.399466667,0.58315495,-11.17408333,0.269235972,0.230154533,0.231460718,0.269148777
The Rakes,Capture/Release,0.598818182,0.788363636,0.048357273,-5.076272727,0.241595647,0.256949427,0.26411255,0.237342375
Test Icicles,For Screening Purposes Only,0.35804,0.878866667,0.035963873,-4.9608,0.235227631,0.233373183,0.265145256,0.26625393
The Lost Patrol Band,The Lost Patrol Band,0.462928571,0.401364286,0.504635714,-9.822,0.244168556,0.300257807,0.276115217,0.17945842
AFX,Hangable Auto Bulb,0.54975,0.800825,0.23553525,-10.534,0.265861987,0.200576198,0.244632545,0.288929269
Public Enemy,New Whirl Odor,0.629133333,0.7954,0.162709333,-6.357533333,0.301742596,0.219637734,0.212202637,0.266417033
Harvey Danger,Little by Little,0.4154,0.7017,0.13766353,-5.9922,0.267319472,0.258616037,0.253092983,0.220971509
Tinashe,Aquarius,0.471111111,0.470108889,0.402397778,-12.69883333,0.254052378,0.269771098,0.243659863,0.232516661
SBTRKT,Wonder Where We Land,0.565047619,0.532619048,0.284271905,-9.898857143,0.243496555,0.250404913,0.252812538,0.253285994
Iceage,Plowing Into the Field of Love,0.219833333,0.785166667,0.023630583,-5.713916667,0.254959707,0.252382706,0.249752795,0.242904792
Nocturnal Poisoning,Doomgrass,0.361,0.281878571,0.615,-16.30764286,0.321957626,0.209465433,0.252342391,0.21623455
The Vaselines,V for Vaselines,0.362666667,0.746666667,0.249365319,-7.913805556,0.194982889,0.238638523,0.294303378,0.27207521
Zola Jesus,Taiga,0.439909091,0.595272727,0.225619091,-7.630363636,0.268706155,0.207034675,0.274336162,0.249923008
Inspiral Carpets,Inspiral Carpets,0.45725,0.814916667,0.044978485,-5.215583333,0.272027612,0.280763478,0.223789208,0.223419701
The Rural Alberta Advantage,Mended With Gold,0.548833333,0.741666667,0.125629667,-6.804416667,0.220225962,0.301504387,0.244387221,0.23388243
R.E.M.,Live at the Olympia,0.363615385,0.885923077,0.04509249,-4.472641026,0.254118836,0.210955966,0.300725632,0.234199566
Tiësto,Kaleidoscope,0.5975,0.811357143,0.009433736,-6.139214286,0.239263696,0.27064547,0.269257227,0.220833607
Miles Benjamin Anthony Robinson,Summer of Fear,0.567615385,0.584923077,0.180351538,-6.679615385,0.259172442,0.21203087,0.284898693,0.243897995
Broadcast and the Focus Group,Investigate Witch Cults of the Radio Age,0.319608696,0.542217391,0.895,-12.59204348,0.235375871,0.246533936,0.226297768,0.291792425
Busdriver,Jhelli Beam,0.6065,0.7985,0.09516,-6.762642857,0.290703573,0.226449351,0.263362963,0.219484113
The Warlocks,The Mirror Explodes,0.2467375,0.54975,0.074884124,-9.6635,0.264528681,0.228055873,0.277089847,0.230325598
Miike Snow,Miike Snow,0.612181818,0.717,0.181381818,-6.399181818,0.257860539,0.223841511,0.261,0.257297951
Patrick Wolf,The Bachelor,0.426,0.608357143,0.210884214,-8.145,0.231732935,0.266610182,0.266690799,0.234966084
Placebo,Battle For the Sun,0.495615385,0.725769231,0.00343186,-6.626076923,0.263488697,0.239167992,0.271527475,0.225815836
Ty Dolla $ign,Beach House 3,0.60925,0.5733,0.2011585,-7.8963,0.270343882,0.257375053,0.248107741,0.224173324
Majid Jordan,The Space Between,0.732692308,0.409846154,0.097512308,-10.85361538,0.238807859,0.304471654,0.257451135,0.199269352
Odonis Odonis,No Pop,0.385222222,0.534333333,0.067125767,-10.39966667,0.263209393,0.239904897,0.251438126,0.245447584
Misfits,Walk Among Us,0.436307692,0.913769231,0.017899923,-11.62069231,0.246706822,0.229863663,0.258110433,0.265319082
Misfits,Static Age,0.327352941,0.923,0.242831765,-8.756529412,0.264335746,0.246892097,0.243413925,0.245358232
Danzig,Danzig,0.439,0.7254,0.003299,-9.8133,0.249808704,0.245214754,0.268624947,0.236351595
Danzig,Danzig III: How the Gods Kill,0.3933,0.7834,0.0062937,-8.5211,0.244659638,0.253322432,0.278086035,0.223931895
Fever Ray,Plunge,0.594727273,0.750818182,0.1601,-8.142090909,0.237508606,0.283429949,0.24039867,0.238662774
Lali Puna,Scary World Theory,0.6919,0.4937,0.3324492,-12.4583,0.30246909,0.213633605,0.228288551,0.255608754
Set Fire to Flames,Sings Reign Rebuilder,0.2664,0.294953333,0.573461933,-18.50253333,0.280543903,0.253726591,0.240357799,0.225371707
The Microphones,Blood,0.351257692,0.331753846,0.816792308,-17.01015385,0.245077843,0.284942336,0.231962713,0.238017108
Idaho,Levitate,0.507727273,0.304190909,0.550318182,-14.958,0.246154405,0.258484793,0.243775106,0.251585696
Mia Doi Todd,Zeroone,0.5328,0.08394,0.9329,-16.1704,0.234373066,0.246752718,0.273484044,0.245390172
Pterodactyl,Spills Out,0.251276923,0.600769231,0.254298538,-11.20423077,0.22724376,0.288184795,0.23014836,0.254423085
The Cure,Bestival Live 2011,0.60421875,0.86628125,0.137747188,-6.1944375,0.226523675,0.270273622,0.274538335,0.228664367
Symmetry,Themes For an Imaginary Film,0.445462162,0.330945946,0.328325049,-15.53732432,0.232022083,0.275962872,0.299980849,0.192034195
Jennifer O'Connor,I Want What You Want,0.566692308,0.386769231,0.361140769,-9.678538462,0.22137014,0.255556962,0.228087307,0.294985591
"Gucci Mane, V-Nasty",BAYTL,0.784,0.6235,0.138391667,-5.38975,0.39276725,0.195051539,0.226251197,0.185930014
Hop Along,Get Disowned,0.4571,0.49962,0.3960747,-8.554,0.239173278,0.251341953,0.242928654,0.266556116
Guerilla Toss,Eraser Stargazer,0.36775,0.95625,0.011832188,-4.20725,0.238495351,0.211531145,0.202500258,0.347473246
Pinkshinyultrablast,Grandfeathered,0.289875,0.883625,0.002723088,-5.87775,0.221792463,0.26222929,0.266823706,0.249154541
Lucy Dacus,No Burden,0.439,0.405811111,0.158651111,-10.23344444,0.223826811,0.258853793,0.242173798,0.275145599
"Macklemore, Ryan Lewis",This Unruly Mess I've Made,0.691615385,0.665923077,0.365146154,-6.731692308,0.27977616,0.236164218,0.258832711,0.225226912
French Montana,Wave Gods,0.5965,0.580142857,0.291507143,-8.109857143,0.302861611,0.224460287,0.250139602,0.2225385
John Cale,Music for a New Society,0.3582,0.47504,0.468993329,-9.2074,0.258680306,0.247032204,0.261445278,0.232842212
BJ the Chicago Kid,In My Mind,0.531066667,0.5644,0.319058,-6.965733333,0.257936844,0.280417942,0.259715043,0.201930171
Dengue Fever,Venus on Earth,0.515928571,0.674785714,0.191786793,-6.235357143,0.257648354,0.24303773,0.252600888,0.246713028
Einstürzende Neubauten,Alles Wieder Offen,0.6002,0.4313,0.359397,-12.5655,0.225941624,0.204223535,0.370403788,0.199431052
The Dodos,Visiter,0.441571429,0.813642857,0.354995,-7.341142857,0.24972272,0.26695156,0.23704302,0.2462827
Elf Power,In a Cave,0.443153846,0.567307692,0.502638462,-8.647307692,0.237243187,0.243986749,0.278204526,0.240565538
Electric Six,I Shall Exterminate Everything Around Me That Restricts Me From Being the Master,0.5895,0.896625,0.009558509,-3.2561875,0.262804374,0.240229102,0.233314532,0.263651991
Fight Amp,Hungry for Nothing,0.2285,0.942,1.13E-05,-4.02325,0.226013246,0.265812171,0.21820201,0.289972574
We Are Scientists,Brain Thrust Mastery,0.431727273,0.823,0.007633409,-5.701727273,0.268037056,0.233330167,0.240454134,0.258178643
The Kills,Midnight Boom,0.758384615,0.677692308,0.213687692,-5.574461538,0.241303903,0.256015449,0.260757169,0.24192348
Shout Out Louds,Optica,0.583230769,0.779076923,0.060482,-6.719307692,0.240576887,0.234413482,0.259327944,0.265681688
Prurient,Through the Window,0.499333333,0.89,0.096555133,-6.133333333,0.240805265,0.296215969,0.228362305,0.234616461
Autre Ne Veut,Anxiety,0.514090909,0.655636364,0.042056364,-5.069,0.293546557,0.237747299,0.252092686,0.216613459
Dog Bite,Velvet Changes,0.503636364,0.814,0.067562627,-7.058727273,0.292026842,0.179841585,0.282212406,0.245919167
Darkthrone,The Underground Resistance,0.1865,0.969166667,1.28E-05,-3.805166667,0.279734403,0.231705075,0.259254794,0.229305727
Mount Moriah,Miracle Temple,0.593166667,0.379166667,0.421483333,-11.044,0.263897207,0.242947345,0.250855207,0.242300241
Atoms for Peace,AMOK,0.647666667,0.741555556,0.2342,-8.341777778,0.283205369,0.237434266,0.276619432,0.202740933
Serengeti,Saal,0.611363636,0.480363636,0.645545455,-10.93018182,0.226792216,0.316782298,0.225921572,0.230503914
Actress,AZD,0.535166667,0.628083333,0.268503917,-12.86725,0.23850715,0.236439516,0.221808387,0.303244948
Lil Ugly Mane,Mista Thug Isolation,0.588,0.753944444,0.044103517,-7.772444444,0.369730974,0.205842255,0.234002197,0.190424574
Vanbot,Siberia,0.489181818,0.613272727,0.208573018,-9.747181818,0.23570996,0.223962666,0.278821825,0.261505549
Allan Kingdom,LINES,0.663071429,0.633285714,0.258575714,-7.978071429,0.295224222,0.228860339,0.252618149,0.223297289
The Chainsmokers,Memories...Do Not Open,0.61525,0.5775,0.046275833,-7.685916667,0.256342541,0.226888892,0.260646917,0.25612165
GoldLink,At What Cost,0.6765,0.677857143,0.258726857,-7.347285714,0.318580786,0.221537439,0.24531696,0.214564815
Guided by Voices,August by Cake,0.3760875,0.7595,0.159774872,-5.60721875,0.25869218,0.248978024,0.228327002,0.264002794
Future Islands,The Far Field,0.626083333,0.65475,0.00589575,-10.22766667,0.234762697,0.244488607,0.267150375,0.253598322
Joey Bada$$,All-Amerikkkan Bada$$,0.651166667,0.715166667,0.381116667,-5.818333333,0.293574047,0.210218652,0.287728315,0.208478986
The Raveonettes,Chain Gang of Love,0.461,0.889769231,0.104713846,-4.457,0.228677276,0.293954372,0.238745208,0.238623144
Alias,Muted,0.585230769,0.637003769,0.139005385,-12.53584615,0.246472261,0.246265093,0.233562337,0.273700309
LFO,Sheath,0.523909091,0.693636364,0.142379273,-9.732363636,0.307417467,0.247363615,0.236197395,0.209021524
Flaamingos,Flaamingos,0.4606,0.8598,0.0570764,-7.5713,0.193901686,0.247435444,0.266928982,0.291733889
